,PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,GrpSize,FareCat,AgeCat
437,438,1,2,female,2,3,S,Mrs,Large Group,10-25,16-32
438,439,0,1,male,1,4,S,Mr,Large Group,100+,48-64
439,440,0,2,male,0,0,S,Mr,Single,10-25,16-32
440,441,1,2,female,1,1,S,Mrs,Groups,25-40,32-48
441,442,0,3,male,0,0,S,Mr,Single,0-10,16-32
442,443,0,3,male,1,0,S,Mr,Couple,0-10,16-32
443,444,1,2,female,0,0,S,Mrs,Single,10-25,16-32
444,445,1,3,male,0,0,S,Mr,Single,0-10,16-32
445,446,1,1,male,0,2,S,Master,Groups,70-100,0-16
446,447,1,2,female,0,1,S,Miss,Couple,10-25,0-16
447,448,1,1,male,0,0,S,Mr,Single,25-40,32-48
448,449,1,3,female,2,1,C,Miss,Groups,10-25,0-16
449,450,1,1,male,0,0,S,Rare Title,Single,25-40,48-64
450,451,0,2,male,1,2,S,Mr,Groups,25-40,32-48
451,452,0,3,male,1,0,S,Mr,Couple,10-25,16-32
452,453,0,1,male,0,0,C,Mr,Single,25-40,16-32
453,454,1,1,male,1,0,C,Mr,Couple,70-100,48-64
454,455,0,3,male,0,0,S,Mr,Single,0-10,16-32
455,456,1,3,male,0,0,C,Mr,Single,0-10,16-32
456,457,0,1,male,0,0,S,Mr,Single,25-40,64+
457,458,1,1,female,1,0,S,Mrs,Couple,40-70,32-48
458,459,1,2,female,0,0,S,Miss,Single,10-25,48-64
459,460,0,3,male,0,0,Q,Mr,Single,0-10,16-32
460,461,1,1,male,0,0,S,Mr,Single,25-40,32-48
461,462,0,3,male,0,0,S,Mr,Single,0-10,32-48
462,463,0,1,male,0,0,S,Mr,Single,25-40,32-48
463,464,0,2,male,0,0,S,Mr,Single,10-25,32-48
464,465,0,3,male,0,0,S,Mr,Single,0-10,16-32
465,466,0,3,male,0,0,S,Mr,Single,0-10,32-48
466,467,0,2,male,0,0,S,Mr,Groups,10-25,16-32
467,468,0,1,male,0,0,S,Mr,Single,25-40,48-64
468,469,0,3,male,0,0,Q,Mr,Single,0-10,16-32
469,470,1,3,female,2,1,C,Miss,Groups,10-25,0-16
470,471,0,3,male,0,0,S,Mr,Single,0-10,16-32
471,472,0,3,male,0,0,S,Mr,Single,0-10,32-48
472,473,1,2,female,1,2,S,Mrs,Groups,25-40,32-48
473,474,1,2,female,0,0,C,Mrs,Single,10-25,16-32
474,475,0,3,female,0,0,S,Miss,Single,0-10,16-32
475,476,0,1,male,0,0,S,Mr,Couple,40-70,32-48
476,477,0,2,male,1,0,S,Mr,Couple,10-25,32-48
477,478,0,3,male,1,0,S,Mr,Couple,0-10,16-32
478,479,0,3,male,0,0,S,Mr,Single,0-10,16-32
479,480,1,3,female,0,1,S,Miss,Couple,10-25,0-16
480,481,0,3,male,5,2,S,Master,Large Group,40-70,0-16
481,482,0,2,male,0,0,S,Mr,Single,10-25,16-32
482,483,0,3,male,0,0,S,Mr,Single,0-10,48-64
483,484,1,3,female,0,0,S,Mrs,Single,0-10,48-64
484,485,1,1,male,1,0,C,Mr,Couple,70-100,16-32
485,486,0,3,female,3,1,S,Miss,Large Group,25-40,16-32
486,487,1,1,female,1,0,S,Mrs,Couple,70-100,32-48
487,488,0,1,male,0,0,C,Mr,Single,25-40,48-64
488,489,0,3,male,0,0,S,Mr,Single,0-10,16-32
489,490,1,3,male,1,1,S,Master,Groups,10-25,0-16
490,491,0,3,male,1,0,S,Mr,Couple,10-25,16-32
491,492,0,3,male,0,0,S,Mr,Single,0-10,16-32
492,493,0,1,male,0,0,S,Mr,Single,25-40,48-64
493,494,0,1,male,0,0,C,Mr,Single,40-70,64+
494,495,0,3,male,0,0,S,Mr,Single,0-10,16-32
495,496,0,3,male,0,0,C,Mr,Couple,10-25,16-32
496,497,1,1,female,1,0,C,Miss,Couple,70-100,48-64
497,498,0,3,male,0,0,S,Mr,Single,10-25,16-32
498,499,0,1,female,1,2,S,Mrs,Groups,100+,16-32
499,500,0,3,male,0,0,S,Mr,Single,0-10,16-32
500,501,0,3,male,0,0,S,Mr,Single,0-10,16-32
501,502,0,3,female,0,0,Q,Miss,Single,0-10,16-32
502,503,0,3,female,0,0,Q,Miss,Single,0-10,16-32
503,504,0,3,female,0,0,S,Miss,Single,0-10,32-48
504,505,1,1,female,0,0,S,Miss,Groups,70-100,0-16
505,506,0,1,male,1,0,C,Mr,Couple,100+,16-32
506,507,1,2,female,0,2,S,Mrs,Groups,25-40,32-48
507,508,1,1,male,0,0,S,Mr,Single,25-40,32-48
508,509,0,3,male,0,0,S,Mr,Single,10-25,16-32
509,510,1,3,male,0,0,S,Mr,Large Group,40-70,16-32
510,511,1,3,male,0,0,Q,Mr,Single,0-10,16-32
511,512,0,3,male,0,0,S,Mr,Single,0-10,16-32
512,513,1,1,male,0,0,S,Mr,Single,25-40,32-48
513,514,1,1,female,1,0,C,Mrs,Couple,40-70,48-64
514,515,0,3,male,0,0,S,Mr,Single,0-10,16-32
515,516,0,1,male,0,0,S,Mr,Single,25-40,32-48
516,517,1,2,female,0,0,S,Mrs,Single,10-25,32-48
517,518,0,3,male,0,0,Q,Mr,Groups,10-25,16-32
518,519,1,2,female,1,0,S,Mrs,Couple,25-40,32-48
519,520,0,3,male,0,0,S,Mr,Single,0-10,16-32
520,521,1,1,female,0,0,S,Miss,Couple,70-100,16-32
521,522,0,3,male,0,0,S,Mr,Single,0-10,16-32
522,523,0,3,male,0,0,C,Mr,Single,0-10,16-32
523,524,1,1,female,0,1,C,Mrs,Couple,40-70,32-48
524,525,0,3,male,0,0,C,Mr,Single,0-10,16-32
525,526,0,3,male,0,0,Q,Mr,Single,0-10,32-48
526,527,1,2,female,0,0,S,Miss,Single,10-25,48-64
527,528,0,1,male,0,0,S,Mr,Single,100+,32-48
528,529,0,3,male,0,0,S,Mr,Single,0-10,32-48
529,530,0,2,male,2,1,S,Mr,Groups,10-25,16-32
530,531,1,2,female,1,1,S,Miss,Groups,25-40,0-16
531,532,0,3,male,0,0,C,Mr,Single,0-10,16-32
532,533,0,3,male,1,1,C,Mr,Groups,0-10,16-32
533,534,1,3,female,0,2,C,Mrs,Groups,10-25,16-32
534,535,0,3,female,0,0,S,Miss,Single,0-10,16-32
535,536,1,2,female,0,2,S,Miss,Groups,25-40,0-16
536,537,0,1,male,0,0,S,Rare Title,Single,25-40,32-48
537,538,1,1,female,0,0,C,Miss,Couple,100+,16-32
538,539,0,3,male,0,0,S,Mr,Single,10-25,16-32
539,540,1,1,female,0,2,C,Miss,Groups,40-70,16-32
540,541,1,1,female,0,2,S,Miss,Groups,70-100,32-48
541,542,0,3,female,4,2,S,Miss,Large Group,25-40,0-16
542,543,0,3,female,4,2,S,Miss,Large Group,25-40,0-16
543,544,1,2,male,1,0,S,Mr,Couple,25-40,16-32
544,545,0,1,male,1,0,C,Mr,Couple,100+,48-64
545,546,0,1,male,0,0,S,Mr,Single,25-40,48-64
546,547,1,2,female,1,0,S,Mrs,Couple,25-40,16-32
547,548,1,2,male,0,0,C,Mr,Single,10-25,16-32
548,549,0,3,male,1,1,S,Mr,Groups,10-25,32-48
549,550,1,2,male,1,1,S,Master,Groups,25-40,0-16
550,551,1,1,male,0,2,C,Mr,Groups,100+,16-32
551,552,0,2,male,0,0,S,Mr,Single,25-40,16-32
552,553,0,3,male,0,0,Q,Mr,Single,0-10,16-32
553,554,1,3,male,0,0,C,Mr,Single,0-10,16-32
554,555,1,3,female,0,0,S,Miss,Single,0-10,16-32
555,556,0,1,male,0,0,S,Mr,Single,25-40,48-64
556,557,1,1,female,1,0,C,Rare Title,Couple,25-40,32-48
557,558,0,1,male,0,0,C,Mr,Groups,100+,32-48
558,559,1,1,female,1,1,S,Mrs,Groups,70-100,32-48
559,560,1,3,female,1,0,S,Mrs,Couple,10-25,32-48
560,561,0,3,male,0,0,Q,Mr,Single,0-10,16-32
561,562,0,3,male,0,0,S,Mr,Single,0-10,32-48
562,563,0,2,male,0,0,S,Mr,Single,10-25,16-32
563,564,0,3,male,0,0,S,Mr,Single,0-10,16-32
564,565,0,3,female,0,0,S,Miss,Single,0-10,16-32
565,566,0,3,male,2,0,S,Mr,Groups,10-25,16-32
566,567,0,3,male,0,0,S,Mr,Single,0-10,16-32
567,568,0,3,female,0,4,S,Mrs,Large Group,10-25,16-32
568,569,0,3,male,0,0,C,Mr,Single,0-10,16-32
569,570,1,3,male,0,0,S,Mr,Single,0-10,16-32
570,571,1,2,male,0,0,S,Mr,Single,10-25,48-64
571,572,1,1,female,2,0,S,Mrs,Groups,40-70,48-64
572,573,1,1,male,0,0,S,Mr,Single,25-40,32-48
573,574,1,3,female,0,0,Q,Miss,Single,0-10,16-32
574,575,0,3,male,0,0,S,Mr,Single,0-10,0-16
575,576,0,3,male,0,0,S,Mr,Couple,10-25,16-32
576,577,1,2,female,0,0,S,Miss,Single,10-25,32-48
577,578,1,1,female,1,0,S,Mrs,Couple,40-70,32-48
578,579,0,3,female,1,0,C,Mrs,Couple,10-25,16-32
579,580,1,3,male,0,0,S,Mr,Single,0-10,16-32
580,581,1,2,female,1,1,S,Miss,Groups,25-40,16-32
581,582,1,1,female,1,1,C,Mrs,Groups,100+,32-48
582,583,0,2,male,0,0,S,Mr,Couple,25-40,48-64
583,584,0,1,male,0,0,C,Mr,Single,40-70,32-48
584,585,0,3,male,0,0,C,Mr,Single,0-10,16-32
585,586,1,1,female,0,2,S,Miss,Groups,70-100,16-32
586,587,0,2,male,0,0,S,Mr,Single,10-25,32-48
587,588,1,1,male,1,1,C,Mr,Groups,70-100,48-64
588,589,0,3,male,0,0,S,Mr,Single,0-10,16-32
589,590,0,3,male,0,0,S,Mr,Single,0-10,16-32
590,591,0,3,male,0,0,S,Mr,Single,0-10,32-48
591,592,1,1,female,1,0,C,Mrs,Couple,70-100,48-64
592,593,0,3,male,0,0,S,Mr,Single,0-10,32-48
593,594,0,3,female,0,2,Q,Miss,Groups,0-10,16-32
594,595,0,2,male,1,0,S,Mr,Couple,25-40,32-48
595,596,0,3,male,1,1,S,Mr,Groups,10-25,32-48
596,597,1,2,female,0,0,S,Miss,Groups,25-40,16-32
597,598,0,3,male,0,0,S,Mr,Groups,0-10,48-64
598,599,0,3,male,0,0,C,Mr,Single,0-10,16-32
599,600,1,1,male,1,0,C,Rare Title,Couple,40-70,48-64
600,601,1,2,female,2,1,S,Mrs,Groups,25-40,16-32
601,602,0,3,male,0,0,S,Mr,Single,0-10,16-32
602,603,0,1,male,0,0,S,Mr,Single,40-70,32-48
603,604,0,3,male,0,0,S,Mr,Single,0-10,32-48
604,605,1,1,male,0,0,C,Mr,Single,25-40,32-48
605,606,0,3,male,1,0,S,Mr,Couple,10-25,32-48
606,607,0,3,male,0,0,S,Mr,Single,0-10,16-32
607,608,1,1,male,0,0,S,Mr,Single,25-40,16-32
608,609,1,2,female,1,2,C,Mrs,Groups,40-70,16-32
609,610,1,1,female,0,0,S,Miss,Groups,100+,32-48
610,611,0,3,female,1,5,S,Mrs,Large Group,25-40,32-48
611,612,0,3,male,0,0,S,Mr,Single,0-10,16-32
612,613,1,3,female,1,0,Q,Miss,Couple,10-25,16-32
613,614,0,3,male,0,0,Q,Mr,Single,0-10,16-32
614,615,0,3,male,0,0,S,Mr,Single,0-10,32-48
615,616,1,2,female,1,2,S,Miss,Groups,40-70,16-32
616,617,0,3,male,1,1,S,Mr,Groups,10-25,32-48
617,618,0,3,female,1,0,S,Mrs,Couple,10-25,16-32
618,619,1,2,female,2,1,S,Miss,Groups,25-40,0-16
619,620,0,2,male,0,0,S,Mr,Single,10-25,16-32
620,621,0,3,male,1,0,C,Mr,Couple,10-25,16-32
621,622,1,1,male,1,0,S,Mr,Couple,40-70,32-48
622,623,1,3,male,1,1,C,Mr,Groups,10-25,16-32
623,624,0,3,male,0,0,S,Mr,Single,0-10,16-32
624,625,0,3,male,0,0,S,Mr,Couple,10-25,16-32
625,626,0,1,male,0,0,S,Mr,Single,25-40,48-64
626,627,0,2,male,0,0,Q,Rare Title,Single,10-25,48-64
627,628,1,1,female,0,0,S,Miss,Groups,70-100,16-32
628,629,0,3,male,0,0,S,Mr,Single,0-10,16-32
629,630,0,3,male,0,0,Q,Mr,Single,0-10,16-32
630,631,1,1,male,0,0,S,Mr,Single,25-40,64+
631,632,0,3,male,0,0,S,Mr,Single,0-10,48-64
632,633,1,1,male,0,0,C,Rare Title,Single,25-40,16-32
633,634,0,1,male,0,0,S,Mr,Single,40-70,32-48
634,635,0,3,female,3,2,S,Miss,Large Group,25-40,0-16
635,636,1,2,female,0,0,S,Miss,Single,10-25,16-32
636,637,0,3,male,0,0,S,Mr,Single,0-10,16-32
637,638,0,2,male,1,1,S,Mr,Groups,25-40,16-32
638,639,0,3,female,0,5,S,Mrs,Large Group,25-40,32-48
639,640,0,3,male,1,0,S,Mr,Couple,10-25,16-32
640,641,0,3,male,0,0,S,Mr,Single,0-10,16-32
641,642,1,1,female,0,0,C,Miss,Couple,40-70,16-32
642,643,0,3,female,3,2,S,Miss,Large Group,25-40,0-16
643,644,1,3,male,0,0,S,Mr,Large Group,40-70,16-32
644,645,1,3,female,2,1,C,Miss,Groups,10-25,0-16
645,646,1,1,male,1,0,C,Mr,Groups,70-100,32-48
646,647,0,3,male,0,0,S,Mr,Single,0-10,16-32
647,648,1,1,male,0,0,C,Rare Title,Single,25-40,48-64
648,649,0,3,male,0,0,S,Mr,Single,0-10,16-32
649,650,1,3,female,0,0,S,Miss,Single,0-10,16-32
650,651,0,3,male,0,0,S,Mr,Single,0-10,16-32
651,652,1,2,female,0,1,S,Miss,Couple,10-25,16-32
652,653,0,3,male,0,0,S,Mr,Single,0-10,16-32
653,654,1,3,female,0,0,Q,Miss,Single,0-10,16-32
654,655,0,3,female,0,0,Q,Miss,Single,0-10,16-32
655,656,0,2,male,2,0,S,Mr,Large Group,70-100,16-32
656,657,0,3,male,0,0,S,Mr,Single,0-10,16-32
657,658,0,3,female,1,1,Q,Mrs,Groups,10-25,16-32
658,659,0,2,male,0,0,S,Mr,Single,10-25,16-32
659,660,0,1,male,0,2,C,Mr,Groups,100+,48-64
660,661,1,1,male,2,0,S,Rare Title,Groups,100+,48-64
661,662,0,3,male,0,0,C,Mr,Single,0-10,32-48
662,663,0,1,male,0,0,S,Mr,Single,25-40,32-48
663,664,0,3,male,0,0,S,Mr,Single,0-10,32-48
664,665,1,3,male,1,0,S,Mr,Couple,0-10,16-32
665,666,0,2,male,2,0,S,Mr,Large Group,70-100,16-32
666,667,0,2,male,0,0,S,Mr,Single,10-25,16-32
667,668,0,3,male,0,0,S,Mr,Single,0-10,16-32
668,669,0,3,male,0,0,S,Mr,Single,0-10,32-48
669,670,1,1,female,1,0,S,Mrs,Couple,40-70,32-48
670,671,1,2,female,1,1,S,Mrs,Groups,25-40,32-48
671,672,0,1,male,1,0,S,Mr,Couple,40-70,16-32
672,673,0,2,male,0,0,S,Mr,Single,10-25,64+
673,674,1,2,male,0,0,S,Mr,Single,10-25,16-32
674,675,0,2,male,0,0,S,Mr,Single,10-25,16-32
675,676,0,3,male,0,0,S,Mr,Single,0-10,16-32
676,677,0,3,male,0,0,S,Mr,Single,0-10,16-32
677,678,1,3,female,0,0,S,Miss,Single,0-10,16-32
678,679,0,3,female,1,6,S,Mrs,Large Group,40-70,32-48
679,680,1,1,male,0,1,C,Mr,Groups,100+,32-48
680,681,0,3,female,0,0,Q,Miss,Single,0-10,16-32
681,682,1,1,male,0,0,C,Mr,Groups,70-100,16-32
682,683,0,3,male,0,0,S,Mr,Single,0-10,16-32
683,684,0,3,male,5,2,S,Mr,Large Group,40-70,0-16
684,685,0,2,male,1,1,S,Mr,Groups,25-40,48-64
685,686,0,2,male,1,2,C,Mr,Groups,40-70,16-32
686,687,0,3,male,4,1,S,Mr,Large Group,25-40,0-16
687,688,0,3,male,0,0,S,Mr,Single,10-25,16-32
688,689,0,3,male,0,0,S,Mr,Single,0-10,16-32
689,690,1,1,female,0,1,S,Miss,Groups,100+,0-16
690,691,1,1,male,1,0,S,Mr,Couple,40-70,16-32
691,692,1,3,female,0,1,C,Miss,Couple,10-25,0-16
692,693,1,3,male,0,0,S,Mr,Large Group,40-70,16-32
693,694,0,3,male,0,0,C,Mr,Single,0-10,16-32
694,695,0,1,male,0,0,S,Rare Title,Single,25-40,48-64
695,696,0,2,male,0,0,S,Mr,Single,10-25,48-64
696,697,0,3,male,0,0,S,Mr,Single,0-10,32-48
697,698,1,3,female,0,0,Q,Miss,Single,0-10,16-32
698,699,0,1,male,1,1,C,Mr,Groups,100+,48-64
699,700,0,3,male,0,0,S,Mr,Single,0-10,32-48
700,701,1,1,female,1,0,C,Mrs,Groups,100+,16-32
701,702,1,1,male,0,0,S,Mr,Single,25-40,32-48
702,703,0,3,female,0,1,C,Miss,Couple,10-25,16-32
703,704,0,3,male,0,0,Q,Mr,Single,0-10,16-32
704,705,0,3,male,1,0,S,Mr,Couple,0-10,16-32
705,706,0,2,male,0,0,S,Mr,Couple,25-40,32-48
706,707,1,2,female,0,0,S,Mrs,Single,10-25,32-48
707,708,1,1,male,0,0,S,Mr,Single,25-40,32-48
708,709,1,1,female,0,0,S,Miss,Groups,100+,16-32
709,710,1,3,male,1,1,C,Master,Groups,10-25,0-16
710,711,1,1,female,0,0,C,Miss,Single,40-70,16-32
711,712,0,1,male,0,0,S,Mr,Single,25-40,32-48
712,713,1,1,male,1,0,S,Mr,Couple,40-70,32-48
713,714,0,3,male,0,0,S,Mr,Single,0-10,16-32
714,715,0,2,male,0,0,S,Mr,Couple,10-25,48-64
715,716,0,3,male,0,0,S,Mr,Single,0-10,16-32
716,717,1,1,female,0,0,C,Miss,Groups,100+,32-48
717,718,1,2,female,0,0,S,Miss,Single,10-25,16-32
718,719,0,3,male,0,0,Q,Mr,Single,10-25,16-32
719,720,0,3,male,0,0,S,Mr,Single,0-10,32-48
720,721,1,2,female,0,1,S,Miss,Groups,25-40,0-16
721,722,0,3,male,1,0,S,Mr,Couple,0-10,16-32
722,723,0,2,male,0,0,S,Mr,Single,10-25,32-48
723,724,0,2,male,0,0,S,Mr,Single,10-25,48-64
724,725,1,1,male,1,0,S,Mr,Couple,40-70,16-32
725,726,0,3,male,0,0,S,Mr,Single,0-10,16-32
726,727,1,2,female,3,0,S,Mrs,Groups,10-25,16-32
727,728,1,3,female,0,0,Q,Miss,Single,0-10,16-32
728,729,0,2,male,1,0,S,Mr,Couple,25-40,16-32
729,730,0,3,female,1,0,S,Miss,Couple,0-10,16-32
730,731,1,1,female,0,0,S,Miss,Groups,100+,16-32
731,732,0,3,male,0,0,C,Mr,Couple,10-25,0-16
732,733,0,2,male,0,0,S,Mr,Single,10-25,16-32
733,734,0,2,male,0,0,S,Mr,Single,10-25,16-32
734,735,0,2,male,0,0,S,Mr,Single,10-25,16-32
735,736,0,3,male,0,0,S,Mr,Couple,10-25,16-32
736,737,0,3,female,1,3,S,Mrs,Large Group,25-40,32-48
737,738,1,1,male,0,0,C,Mr,Groups,100+,32-48
738,739,0,3,male,0,0,S,Mr,Single,0-10,16-32
739,740,0,3,male,0,0,S,Mr,Single,0-10,16-32
740,741,1,1,male,0,0,S,Mr,Single,25-40,32-48
741,742,0,1,male,1,0,S,Mr,Couple,70-100,32-48
742,743,1,1,female,2,2,C,Miss,Large Group,100+,16-32
743,744,0,3,male,1,0,S,Mr,Couple,10-25,16-32
744,745,1,3,male,0,0,S,Mr,Single,0-10,16-32
745,746,0,1,male,1,1,S,Rare Title,Groups,70-100,64+
746,747,0,3,male,1,1,S,Mr,Groups,10-25,0-16
747,748,1,2,female,0,0,S,Miss,Single,10-25,16-32
748,749,0,1,male,1,0,S,Mr,Couple,40-70,16-32
749,750,0,3,male,0,0,Q,Mr,Single,0-10,16-32
750,751,1,2,female,1,1,S,Miss,Groups,10-25,0-16
751,752,1,3,male,0,1,S,Master,Couple,10-25,0-16
752,753,0,3,male,0,0,S,Mr,Single,0-10,32-48
753,754,0,3,male,0,0,S,Mr,Single,0-10,16-32
754,755,1,2,female,1,2,S,Mrs,Groups,40-70,32-48
755,756,1,2,male,1,1,S,Master,Groups,10-25,0-16
756,757,0,3,male,0,0,S,Mr,Single,0-10,16-32
757,758,0,2,male,0,0,S,Mr,Single,10-25,16-32
758,759,0,3,male,0,0,S,Mr,Single,0-10,32-48
759,760,1,1,female,0,0,S,Rare Title,Groups,70-100,32-48
760,761,0,3,male,0,0,S,Mr,Couple,10-25,16-32
761,762,0,3,male,0,0,S,Mr,Single,0-10,32-48
762,763,1,3,male,0,0,C,Mr,Single,0-10,16-32
763,764,1,1,female,1,2,S,Mrs,Groups,100+,32-48
764,765,0,3,male,0,0,S,Mr,Single,0-10,0-16
765,766,1,1,female,1,0,S,Mrs,Groups,70-100,48-64
766,767,0,1,male,0,0,C,Rare Title,Single,25-40,48-64
767,768,0,3,female,0,0,Q,Miss,Single,0-10,16-32
768,769,0,3,male,1,0,Q,Mr,Groups,10-25,16-32
769,770,0,3,male,0,0,S,Mr,Single,0-10,16-32
770,771,0,3,male,0,0,S,Mr,Single,0-10,16-32
771,772,0,3,male,0,0,S,Mr,Single,0-10,32-48
772,773,0,2,female,0,0,S,Mrs,Couple,10-25,48-64
773,774,0,3,male,0,0,C,Mr,Single,0-10,16-32
774,775,1,2,female,1,3,S,Mrs,Large Group,10-25,48-64
775,776,0,3,male,0,0,S,Mr,Single,0-10,16-32
776,777,0,3,male,0,0,Q,Mr,Single,0-10,16-32
777,778,1,3,female,0,0,S,Miss,Couple,10-25,0-16
778,779,0,3,male,0,0,Q,Mr,Single,0-10,16-32
779,780,1,1,female,0,1,S,Mrs,Groups,100+,32-48
780,781,1,3,female,0,0,C,Miss,Single,0-10,0-16
781,782,1,1,female,1,0,S,Mrs,Couple,40-70,16-32
782,783,0,1,male,0,0,S,Mr,Single,25-40,16-32
783,784,0,3,male,1,2,S,Mr,Groups,10-25,16-32
784,785,0,3,male,0,0,S,Mr,Single,0-10,16-32
785,786,0,3,male,0,0,S,Mr,Single,0-10,16-32
786,787,1,3,female,0,0,S,Miss,Single,0-10,16-32
787,788,0,3,male,4,1,Q,Master,Large Group,25-40,0-16
788,789,1,3,male,1,2,S,Master,Groups,10-25,0-16
789,790,0,1,male,0,0,C,Mr,Couple,70-100,32-48
790,791,0,3,male,0,0,Q,Mr,Single,0-10,16-32
791,792,0,2,male,0,0,S,Mr,Couple,25-40,0-16
792,793,0,3,female,8,2,S,Miss,Large Group,40-70,16-32
793,794,0,1,male,0,0,C,Mr,Single,25-40,32-48
794,795,0,3,male,0,0,S,Mr,Single,0-10,16-32
795,796,0,2,male,0,0,S,Mr,Single,10-25,32-48
796,797,1,1,female,0,0,S,Rare Title,Single,25-40,48-64
797,798,1,3,female,0,0,S,Mrs,Single,0-10,16-32
798,799,0,3,male,0,0,C,Mr,Single,0-10,16-32
799,800,0,3,female,1,1,S,Mrs,Groups,10-25,16-32
800,801,0,2,male,0,0,S,Mr,Couple,10-25,32-48
801,802,1,2,female,1,1,S,Mrs,Groups,25-40,16-32
802,803,1,1,male,1,2,S,Master,Groups,100+,0-16
803,804,1,3,male,0,1,C,Master,Couple,0-10,0-16
804,805,1,3,male,0,0,S,Mr,Single,0-10,16-32
805,806,0,3,male,0,0,S,Mr,Single,0-10,16-32
806,807,0,1,male,0,0,S,Mr,Single,40-70,32-48
807,808,0,3,female,0,0,S,Miss,Single,0-10,16-32
808,809,0,2,male,0,0,S,Mr,Single,10-25,32-48
809,810,1,1,female,1,0,S,Mrs,Couple,40-70,32-48
810,811,0,3,male,0,0,S,Mr,Single,0-10,16-32
811,812,0,3,male,0,0,S,Mr,Couple,10-25,32-48
812,813,0,2,male,0,0,S,Mr,Single,10-25,32-48
813,814,0,3,female,4,2,S,Miss,Large Group,25-40,0-16
814,815,0,3,male,0,0,S,Mr,Single,0-10,16-32
815,816,0,1,male,0,0,S,Mr,Single,40-70,32-48
816,817,0,3,female,0,0,S,Miss,Single,0-10,16-32
817,818,0,2,male,1,1,C,Mr,Groups,25-40,16-32
818,819,0,3,male,0,0,S,Mr,Single,0-10,32-48
819,820,0,3,male,3,2,S,Master,Large Group,25-40,0-16
820,821,1,1,female,1,1,S,Mrs,Groups,70-100,48-64
821,822,1,3,male,0,0,S,Mr,Single,0-10,16-32
822,823,0,1,male,0,0,S,Rare Title,Single,40-70,32-48
823,824,1,3,female,0,1,S,Mrs,Couple,10-25,16-32
824,825,0,3,male,4,1,S,Master,Large Group,25-40,0-16
825,826,0,3,male,0,0,Q,Mr,Single,0-10,16-32
826,827,0,3,male,0,0,S,Mr,Large Group,40-70,16-32
827,828,1,2,male,0,2,C,Master,Groups,25-40,0-16
828,829,1,3,male,0,0,Q,Mr,Single,0-10,16-32
829,830,1,1,female,0,0,S,Mrs,Couple,70-100,48-64
830,831,1,3,female,1,0,C,Mrs,Couple,10-25,0-16
831,832,1,2,male,1,1,S,Master,Groups,10-25,0-16
832,833,0,3,male,0,0,C,Mr,Single,0-10,16-32
833,834,0,3,male,0,0,S,Mr,Single,0-10,16-32
834,835,0,3,male,0,0,S,Mr,Single,0-10,16-32
835,836,1,1,female,1,1,C,Miss,Groups,70-100,32-48
836,837,0,3,male,0,0,S,Mr,Single,0-10,16-32
837,838,0,3,male,0,0,S,Mr,Single,0-10,16-32
838,839,1,3,male,0,0,S,Mr,Large Group,40-70,16-32
839,840,1,1,male,0,0,C,Mr,Single,25-40,32-48
840,841,0,3,male,0,0,S,Mr,Single,0-10,16-32
841,842,0,2,male,0,0,S,Mr,Couple,10-25,0-16
842,843,1,1,female,0,0,C,Miss,Couple,25-40,16-32
843,844,0,3,male,0,0,C,Mr,Single,0-10,32-48
844,845,0,3,male,0,0,S,Mr,Single,0-10,16-32
845,846,0,3,male,0,0,S,Mr,Single,0-10,32-48
846,847,0,3,male,8,2,S,Mr,Large Group,40-70,16-32
847,848,0,3,male,0,0,C,Mr,Single,0-10,32-48
848,849,0,2,male,0,1,S,Rare Title,Groups,25-40,16-32
849,850,1,1,female,1,0,C,Mrs,Couple,70-100,32-48
850,851,0,3,male,4,2,S,Master,Large Group,25-40,0-16
851,852,0,3,male,0,0,S,Mr,Single,0-10,64+
852,853,0,3,female,1,1,C,Miss,Groups,10-25,0-16
853,854,1,1,female,0,1,S,Miss,Couple,25-40,0-16
854,855,0,2,female,1,0,S,Mrs,Couple,25-40,32-48
855,856,1,3,female,0,1,S,Mrs,Couple,0-10,16-32
856,857,1,1,female,1,1,S,Mrs,Groups,100+,32-48
857,858,1,1,male,0,0,S,Mr,Single,25-40,48-64
858,859,1,3,female,0,3,C,Mrs,Groups,10-25,16-32
859,860,0,3,male,0,0,C,Mr,Single,0-10,16-32
860,861,0,3,male,2,0,S,Mr,Groups,10-25,32-48
861,862,0,2,male,1,0,S,Mr,Couple,10-25,16-32
862,863,1,1,female,0,0,S,Mrs,Single,25-40,32-48
863,864,0,3,female,8,2,S,Miss,Large Group,40-70,16-32
864,865,0,2,male,0,0,S,Mr,Single,10-25,16-32
865,866,1,2,female,0,0,S,Mrs,Single,10-25,32-48
866,867,1,2,female,1,0,C,Miss,Couple,10-25,16-32
867,868,0,1,male,0,0,S,Mr,Single,40-70,16-32
868,869,0,3,male,0,0,S,Mr,Single,0-10,16-32
869,870,1,3,male,1,1,S,Master,Groups,10-25,0-16
870,871,0,3,male,0,0,S,Mr,Single,0-10,16-32
871,872,1,1,female,1,1,S,Mrs,Groups,40-70,32-48
872,873,0,1,male,0,0,S,Mr,Single,0-10,32-48
873,874,0,3,male,0,0,S,Mr,Single,0-10,32-48
874,875,1,2,female,1,0,C,Mrs,Couple,10-25,16-32
875,876,1,3,female,0,0,C,Miss,Single,0-10,0-16
